kind,M,duration,residual_budget,other
gaussian,35/1664,6.962264150943397,0.27563088399453667,0.24597702413791742
gaussian,35/1664,7.0094339622641515,0.2746435526340793,0.24518924768901199
gaussian,35/1664,7.056603773584906,0.27366942089074037,0.24441200301081387
gaussian,35/1664,7.103773584905661,0.2727082258239398,0.24364508030709378
gaussian,35/1664,7.150943396226416,0.27175971143084365,0.2428882753171431
gaussian,35/1664,7.19811320754717,0.27082362841904634,0.24214138913440017
gaussian,35/1664,7.245283018867925,0.2698997339881318,0.2414042280321617
gaussian,35/1664,7.2924528301886795,0.26898779161971287,0.24067660329605825
gaussian,35/1664,7.339622641509434,0.2680875708755667,0.23995833106298958
gaussian,35/1664,7.386792452830189,0.2671988472035042,0.23924923216623084
gaussian,35/1664,7.433962264150944,0.26632140175063024,0.23854913198643604
gaussian,35/1664,7.481132075471699,0.2654550211836689,0.237857860308278
gaussian,35/1664,7.528301886792454,0.264599497516043,0.23717525118247781
gaussian,35/1664,7.575471698113208,0.2637546279414137,0.236501142792989
gaussian,35/1664,7.622641509433962,0.26292021467340104,0.23583537732911267
gaussian,35/1664,7.669811320754717,0.26209606479121883,0.23517780086233195
gaussian,35/1664,7.716981132075472,0.26128199009097036,0.23452826322766349
gaussian,35/1664,7.764150943396227,0.2604778069423652,0.23388661790933363
gaussian,35/1664,7.811320754716982,0.25968333615062733,0.23325272193059715
gaussian,35/1664,7.858490566037736,0.2588984028233761,0.23262643574752376
gaussian,35/1664,7.905660377358491,0.25812283624227345,0.2320076231465873
gaussian,35/1664,7.952830188679246,0.2573564697392384,0.23139615114589918
gaussian,35/1664,8.0,0.25659914057704114,0.23079188989993615
triangle_feasibility,9.999999999999999e-06,2.000500125031258,520.8333333333334,True
triangle_feasibility,1.0325317355900177e-05,2.0005163991674273,504.4235594712394,True
triangle_feasibility,1.0661217850005344e-05,2.0005332030073357,488.5308045112991,True
triangle_feasibility,1.1008045770169295e-05,2.0005505538015447,473.1387788600405,True
triangle_feasibility,1.1366156604527256e-05,2.0005684693630212,458.23170615639776,True
triangle_feasibility,1.1735917405860472e-05,2.0005869680855173,443.79430710141924,True
triangle_feasibility,1.2117707167814212e-05,2.0006060689625462,429.81178379744676,True
triangle_feasibility,1.2511917213354782e-05,2.0006257916069874,416.2698045807194,True
