time,coupling,energy,integrated_work,work_defect,norm,last_character_probability
1.655,9.283587594325247,5.7168681556904986,5.716868155690347,1.5187850976872141e-13,1.0000000000000124,3.858601810222528e-21
1.6600000000000001,9.303710135019719,5.727157387808617,5.72715738780865,-3.2862601528904634e-14,0.9999999999999981,2.4202228542525078e-21
1.665,9.323567202600776,5.737355698061296,5.737355698061134,1.616484723854228e-13,1.0000000000000129,5.8428619851635655e-21
1.67,9.343157572190956,5.747457975175158,5.747457975175309,-1.509903313490213e-13,0.9999999999999891,1.6620507312580503e-20
1.675,9.362480035363985,5.757459177879314,5.757459177879192,1.2168044349891716e-13,1.0000000000000102,5.128603879326277e-21
1.68,9.381533400219318,5.767354344509411,5.767354344509606,-1.9451107391432743e-13,0.9999999999999855,4.9231641895037294e-20
1.685,9.40031649145566,5.77713860239919,5.777138602399108,8.171241461241152e-14,1.000000000000007,1.2548575423604313e-21
1.69,9.418828150443467,5.7868071770206795,5.786807177020759,-7.993605777301127e-14,0.9999999999999941,1.711729399819201e-20
1.695,9.437067235296416,5.796355400869719,5.796355400869626,9.325873406851315e-14,1.0000000000000075,1.0848325791933755e-21
1.7,9.45503262094184,5.805778722061463,5.805778722061536,-7.283063041541027e-14,0.9999999999999947,7.609903711513318e-21
1.705,9.472723199190124,5.815072712629771,5.815072712629625,1.4566126083082054e-13,1.0000000000000118,1.75633322824269e-20
1.71,9.490137878803077,5.824233076500267,5.824233076500639,-3.7214675785435247e-13,0.9999999999999719,1.8736741128569495e-19
1.715,9.50727558556123,5.833255657133282,5.8332556571332255,5.684341886080802e-14,1.0000000000000047,1.439181824568037e-21
1.72,9.524135262330097,5.842136444802194,5.842136444802147,4.707345624410664e-14,1.0000000000000042,2.1689165573740564e-21
1.725,9.540715869125407,5.850871583512293,5.850871583512231,6.217248937900877e-14,1.0000000000000053,1.2396904341165383e-21
1.73,9.557016383177226,5.859457377528029,5.859457377527973,5.595524044110789e-14,1.0000000000000047,1.2017036126410695e-21
1.735,9.573035798993068,5.867890297504907,5.867890297504896,1.0658141036401503e-14,1.000000000000001,9.224207808798182e-21
1.74,9.588773128419906,5.876166986210291,5.876166986210212,7.904787935331115e-14,1.0000000000000069,2.7771623051940166e-21
1.745,9.604227400705131,5.884284263821353,5.8842842638212955,5.773159728050814e-14,1.0000000000000047,6.411222019558709e-22
1.75,9.619397662556434,5.892239132791679,5.892239132791559,1.199040866595169e-13,1.0000000000000095,1.416976993023471e-20
1.7550000000000001,9.634282978200604,5.900028782274512,5.900028782274453,5.861977570020827e-14,1.000000000000005,3.756894546934184e-22
1.76,9.648882429441256,5.907650592097477,5.907650592097414,6.306066779870889e-14,1.000000000000005,1.6415544139271016e-22
1.7650000000000001,9.663195115715471,5.915102136278796,5.915102136278742,5.417888360170764e-14,1.0000000000000044,2.1267705919995023e-22
1.77,9.677220154149337,5.92238118608151,5.922381186081494,1.5987211554602254e-14,1.0000000000000018,7.350445622472749e-22
1.7750000000000001,9.690956679612421,5.929485712599693,5.9294857125996385,5.417888360170764e-14,1.0000000000000044,1.4344974692820233e-22
1.78,9.704403844771129,5.936413888872905,5.936413888872898,7.105427357601002e-15,1.0000000000000009,1.0206628185680428e-21
