beta,j,n,multiplicity_full,multiplicity_class,ratio,dimensionless_energy,log10_beta
181.27308811847004,0.5,2,4,1,0.9917366674885219,0.008297663097751706,2.2583333333333337
181.27308811847004,1.0,3,9,1,0.9781161853029088,0.022126817125117788,2.2583333333333337
181.27308811847004,1.5,4,16,1,0.9593617729427744,0.04148703546224492,2.2583333333333337
181.27308811847004,2.0,5,25,1,0.9357773347696938,0.06637772100822632,2.2583333333333337
207.3321573485954,0.5,2,4,1,0.9927739982649176,0.0072522357399920166,2.3166666666666664
207.3321573485954,1.0,3,9,1,0.9808466952553677,0.019339105578496073,2.3166666666666664
207.3321573485954,1.5,4,16,1,0.9643892062153303,0.03626032496574051,2.3166666666666664
207.3321573485954,2.0,5,25,1,0.9436353251119949,0.058015495616923006,2.3166666666666664
237.13737056616552,0.5,2,4,1,0.9936812492741707,0.006338798527189245,2.375
237.13737056616552,1.0,3,9,1,0.9832387236663416,0.01690333616583964,2.375
237.13737056616552,1.5,4,16,1,0.96880354936583,0.0316934230775566,2.375
